antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Concealer'}),"frozenset({'Mascara', 'Lipstick'})",0.357,0.059,0.053,0.148459384,2.516260742,0.031937,1.105055921
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Concealer', 'Foundation', 'Eyeliner'})",0.059,0.357,0.053,0.898305085,2.516260742,0.031937,6.322833333
"frozenset({'Concealer', 'Bronzer'})","frozenset({'Mascara', 'Nail Polish'})",0.175,0.134,0.059,0.337142857,2.515991471,0.03555,1.306465517
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eye shadow', 'Mascara'})",0.134,0.175,0.059,0.440298507,2.515991471,0.03555,1.474
"frozenset({'Mascara', 'Blush', 'Bronzer'})",frozenset({'Concealer'}),0.234,0.175,0.103,0.44017094,2.515262515,0.06205,1.473664122
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Eye shadow', 'Mascara'})",0.175,0.234,0.103,0.588571429,2.515262515,0.06205,1.861805556
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Mascara'})",0.381,0.071,0.068,0.17847769,2.513770286,0.040949,1.130827476
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Eyeliner'})",frozenset({'Bronzer'}),0.071,0.381,0.068,0.957746479,2.513770286,0.040949,14.64966667
frozenset({'Concealer'}),"frozenset({'Nail Polish', 'Blush', 'Lip liner'})",0.279,0.087,0.061,0.218637993,2.513080377,0.036727,1.168472477
"frozenset({'Concealer', 'Mascara', 'Eyeliner'})","frozenset({'Eye shadow', 'Blush'})",0.087,0.279,0.061,0.701149425,2.513080377,0.036727,2.412576923
"frozenset({'Concealer', 'Lip liner'})",frozenset({'Eye shadow'}),0.357,0.067,0.06,0.168067227,2.508466073,0.036081,1.121484848
"frozenset({'Eye shadow', 'Foundation', 'Lip Gloss'})","frozenset({'Concealer', 'Mascara'})",0.067,0.357,0.06,0.895522388,2.508466073,0.036081,6.154428571
"frozenset({'Concealer', 'Blush', 'Bronzer'})",frozenset({'Eye shadow'}),0.234,0.087,0.051,0.217948718,2.505157678,0.030642,1.167442623
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Mascara', 'Blush', 'Eyeliner'})",0.087,0.234,0.051,0.586206897,2.505157678,0.030642,1.851166667
frozenset({'Mascara'}),"frozenset({'Concealer', 'Lipstick'})",0.357,0.066,0.059,0.165266106,2.504031916,0.035438,1.118919463
"frozenset({'Concealer', 'Foundation'})","frozenset({'Eye shadow', 'Mascara', 'Lip Gloss'})",0.066,0.357,0.059,0.893939394,2.504031916,0.035438,6.062571429
frozenset({'Nail Polish'}),"frozenset({'Concealer', 'Foundation'})",0.381,0.065,0.062,0.162729659,2.503533212,0.037235,1.116724138
"frozenset({'Concealer', 'Mascara'})","frozenset({'Eye shadow', 'Foundation', 'Lip Gloss'})",0.065,0.381,0.062,0.953846154,2.503533212,0.037235,13.41166667
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Lipstick'})",0.357,0.094,0.084,0.235294118,2.503128911,0.050442,1.184769231
"frozenset({'Eye shadow', 'Concealer', 'Blush'})","frozenset({'Mascara', 'Lip liner'})",0.094,0.357,0.084,0.893617021,2.503128911,0.050442,6.0442
"frozenset({'Eye shadow', 'Nail Polish'})",frozenset({'Brushes'}),0.381,0.062,0.059,0.154855643,2.497671662,0.035378,1.109869565
"frozenset({'Foundation', 'Eyeliner'})","frozenset({'Eye shadow', 'Concealer', 'Mascara'})",0.062,0.381,0.059,0.951612903,2.497671662,0.035378,12.79266667
"frozenset({'Concealer', 'Bronzer'})",frozenset({'Lip liner'}),0.357,0.201,0.179,0.50140056,2.49453015,0.107243,1.602488764
"frozenset({'Foundation', 'Eyeliner'})","frozenset({'Concealer', 'Blush'})",0.201,0.357,0.179,0.890547264,2.49453015,0.107243,5.874681818
frozenset({'Concealer'}),"frozenset({'Lipstick', 'Bronzer'})",0.357,0.1,0.089,0.24929972,2.492997199,0.0533,1.198880597
"frozenset({'Eye shadow', 'Mascara', 'Blush'})","frozenset({'Concealer', 'Nail Polish'})",0.1,0.357,0.089,0.89,2.492997199,0.0533,5.845454545
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Concealer', 'Lip liner'})",0.22,0.093,0.051,0.231818182,2.492668622,0.03054,1.180710059
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Blush', 'Mascara', 'Lip liner'})",0.093,0.22,0.051,0.548387097,2.492668622,0.03054,1.727142857
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Blush', 'Foundation'})",0.204,0.134,0.068,0.333333333,2.487562189,0.040664,1.299
"frozenset({'Eye shadow', 'Blush', 'Foundation'})",frozenset({'Mascara'}),0.201,0.102,0.051,0.253731343,2.487562189,0.030498,1.20332
"frozenset({'Eyeliner', 'Lip Gloss'})","frozenset({'Concealer', 'Bronzer'})",0.134,0.204,0.068,0.507462687,2.487562189,0.040664,1.616121212
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Foundation', 'Eyeliner'})",0.102,0.201,0.051,0.5,2.487562189,0.030498,1.598
"frozenset({'Mascara', 'Eyeliner', 'Lip Gloss'})",frozenset({'Blush'}),0.184,0.129,0.059,0.320652174,2.485675767,0.035264,1.282112
"frozenset({'Mascara', 'Foundation'})","frozenset({'Concealer', 'Lip Gloss'})",0.129,0.184,0.059,0.457364341,2.485675767,0.035264,1.503771429
"frozenset({'Mascara', 'Nail Polish'})","frozenset({'Eye shadow', 'Lip Gloss'})",0.149,0.146,0.054,0.362416107,2.482302105,0.032246,1.339431579
"frozenset({'Mascara', 'Concealer', 'Bronzer'})",frozenset({'Lip liner'}),0.149,0.146,0.054,0.362416107,2.482302105,0.032246,1.339431579
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eye shadow', 'Bronzer'})",0.146,0.149,0.054,0.369863014,2.482302105,0.032246,1.3505
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Concealer', 'Lip liner'})",0.146,0.149,0.054,0.369863014,2.482302105,0.032246,1.3505
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Blush', 'Bronzer'})",0.279,0.078,0.054,0.193548387,2.481389578,0.032238,1.14328
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Mascara', 'Blush'})",0.279,0.078,0.054,0.193548387,2.481389578,0.032238,1.14328
"frozenset({'Eye shadow', 'Lip liner', 'Bronzer'})","frozenset({'Concealer', 'Mascara'})",0.078,0.279,0.054,0.692307692,2.481389578,0.032238,2.34325
"frozenset({'Eye shadow', 'Concealer', 'Bronzer'})","frozenset({'Mascara', 'Lip liner'})",0.078,0.279,0.054,0.692307692,2.481389578,0.032238,2.34325
"frozenset({'Concealer', 'Blush'})","frozenset({'Foundation', 'Bronzer'})",0.234,0.119,0.069,0.294871795,2.477914243,0.041154,1.249418182
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Mascara', 'Bronzer'})",0.119,0.234,0.069,0.579831933,2.477914243,0.041154,1.82308
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Mascara', 'Bronzer'})",0.149,0.141,0.052,0.348993289,2.475129706,0.030991,1.319494845
"frozenset({'Mascara', 'Concealer', 'Lip Gloss'})",frozenset({'Bronzer'}),0.141,0.149,0.052,0.368794326,2.475129706,0.030991,1.348213483
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Blush', 'Eyeliner'})",0.279,0.084,0.058,0.207885305,2.474825055,0.034564,1.15639819
"frozenset({'Eye shadow', 'Mascara', 'Lip Gloss'})","frozenset({'Blush', 'Foundation'})",0.084,0.279,0.058,0.69047619,2.474825055,0.034564,2.329384615
"frozenset({'Mascara', 'Blush', 'Concealer'})",frozenset({'Bronzer'}),0.234,0.097,0.056,0.239316239,2.467177725,0.033302,1.187089888
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Blush', 'Bronzer'})",0.234,0.097,0.056,0.239316239,2.467177725,0.033302,1.187089888
"frozenset({'Eye shadow', 'Concealer', 'Blush'})","frozenset({'Mascara', 'Bronzer'})",0.097,0.234,0.056,0.577319588,2.467177725,0.033302,1.812243902
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Concealer', 'Mascara', 'Bronzer'})",0.097,0.234,0.056,0.577319588,2.467177725,0.033302,1.812243902
"frozenset({'Mascara', 'Concealer'})",frozenset({'Eyeliner'}),0.357,0.067,0.059,0.165266106,2.466658305,0.035081,1.117721477
"frozenset({'Concealer', 'Mascara', 'Foundation'})","frozenset({'Eye shadow', 'Lip Gloss'})",0.067,0.357,0.059,0.880597015,2.466658305,0.035081,5.385125
"frozenset({'Nail Polish', 'Bronzer'})","frozenset({'Brushes', 'Blush'})",0.279,0.093,0.064,0.229390681,2.466566462,0.038053,1.176990698
"frozenset({'Eye shadow', 'Concealer', 'Nail Polish'})",frozenset({'Blush'}),0.279,0.093,0.064,0.229390681,2.466566462,0.038053,1.176990698
"frozenset({'Mascara', 'Blush'})","frozenset({'Eye shadow', 'Concealer', 'Lip liner'})",0.093,0.279,0.064,0.688172043,2.466566462,0.038053,2.312172414
"frozenset({'Eye shadow', 'Concealer', 'Foundation'})","frozenset({'Mascara', 'Blush'})",0.093,0.279,0.064,0.688172043,2.466566462,0.038053,2.312172414
frozenset({'Mascara'}),"frozenset({'Brushes', 'Nail Polish'})",0.381,0.083,0.078,0.204724409,2.46655915,0.046377,1.153059406
"frozenset({'Blush', 'Lip Gloss'})","frozenset({'Eye shadow', 'Mascara', 'Foundation'})",0.083,0.381,0.078,0.939759036,2.46655915,0.046377,10.2754
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Brushes', 'Mascara'})",0.181,0.112,0.05,0.276243094,2.466456196,0.029728,1.226931298
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Mascara', 'Foundation'})",0.112,0.181,0.05,0.446428571,2.466456196,0.029728,1.479483871
"frozenset({'Mascara', 'Bronzer'})",frozenset({'Concealer'}),0.357,0.141,0.124,0.347338936,2.463396706,0.073663,1.316150215
"frozenset({'Concealer', 'Foundation'})","frozenset({'Mascara', 'Bronzer'})",0.141,0.357,0.124,0.879432624,2.463396706,0.073663,5.333117647
"frozenset({'Eyeliner', 'Lip Gloss'})","frozenset({'Blush', 'Foundation'})",0.182,0.134,0.06,0.32967033,2.460226341,0.035612,1.291901639
"frozenset({'Mascara', 'Concealer'})","frozenset({'Lip liner', 'Eyeliner'})",0.134,0.182,0.06,0.447761194,2.460226341,0.035612,1.481243243
"frozenset({'Lipstick', 'Lip liner'})",frozenset({'Concealer'}),0.357,0.13,0.114,0.319327731,2.456367162,0.06759,1.278148148
"frozenset({'Eye shadow', 'Mascara', 'Eyeliner'})",frozenset({'Concealer'}),0.13,0.357,0.114,0.876923077,2.456367162,0.06759,5.224375
"frozenset({'Lip liner', 'Lip Gloss'})",frozenset({'Concealer'}),0.357,0.104,0.091,0.254901961,2.450980392,0.053872,1.202526316
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Blush', 'Lip Gloss'})",0.204,0.128,0.064,0.31372549,2.450980392,0.037888,1.270628571
frozenset({'Mascara'}),"frozenset({'Concealer', 'Foundation', 'Eyeliner'})",0.128,0.204,0.064,0.5,2.450980392,0.037888,1.592
"frozenset({'Mascara', 'Eyeliner', 'Lip Gloss'})",frozenset({'Foundation'}),0.104,0.357,0.091,0.875,2.450980392,0.053872,5.144
"frozenset({'Eye shadow', 'Concealer'})",frozenset({'Lip liner'}),0.357,0.063,0.055,0.154061625,2.445422613,0.032509,1.107645695
"frozenset({'Eye shadow', 'Foundation', 'Eyeliner'})","frozenset({'Concealer', 'Mascara'})",0.063,0.357,0.055,0.873015873,2.445422613,0.032509,5.063625
"frozenset({'Concealer', 'Blush', 'Nail Polish'})",frozenset({'Eyeliner'}),0.279,0.097,0.066,0.23655914,2.438754018,0.038937,1.182802817
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Concealer', 'Blush', 'Bronzer'})",0.097,0.279,0.066,0.680412371,2.438754018,0.038937,2.256032258
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara'})",0.357,0.061,0.053,0.148459384,2.433760389,0.031223,1.102707237
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Concealer', 'Mascara', 'Foundation'})",0.061,0.357,0.053,0.868852459,2.433760389,0.031223,4.902875
frozenset({'Concealer'}),"frozenset({'Foundation', 'Nail Polish'})",0.381,0.068,0.063,0.165354331,2.431681334,0.037092,1.116641509
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Foundation'})",frozenset({'Lip Gloss'}),0.068,0.381,0.063,0.926470588,2.431681334,0.037092,8.4184
frozenset({'Concealer'}),"frozenset({'Mascara', 'Nail Polish'})",0.381,0.054,0.05,0.131233596,2.430251774,0.029426,1.088900302
"frozenset({'Eyeliner', 'Lip Gloss'})","frozenset({'Eye shadow', 'Concealer', 'Mascara'})",0.054,0.381,0.05,0.925925926,2.430251774,0.029426,8.3565
frozenset({'Bronzer'}),"frozenset({'Mascara', 'Concealer'})",0.357,0.112,0.097,0.271708683,2.425970388,0.057016,1.219292308
"frozenset({'Eye shadow', 'Lip liner'})","frozenset({'Mascara', 'Eyeliner'})",0.112,0.357,0.097,0.866071429,2.425970388,0.057016,4.801066667
frozenset({'Brushes'}),"frozenset({'Nail Polish', 'Lip liner'})",0.381,0.077,0.071,0.186351706,2.420152026,0.041663,1.134396774
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Mascara', 'Lip liner', 'Bronzer'})",0.077,0.381,0.071,0.922077922,2.420152026,0.041663,7.943833333
frozenset({'Lip liner'}),"frozenset({'Concealer', 'Lip Gloss'})",0.357,0.073,0.063,0.176470588,2.417405318,0.036939,1.125642857
"frozenset({'Lip Gloss', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer', 'Mascara'})",0.073,0.357,0.063,0.863013699,2.417405318,0.036939,4.6939
"frozenset({'Mascara', 'Nail Polish', 'Bronzer'})",frozenset({'Brushes'}),0.179,0.141,0.061,0.340782123,2.416894489,0.035761,1.303059322
"frozenset({'Concealer', 'Bronzer'})","frozenset({'Mascara', 'Lip Gloss'})",0.141,0.179,0.061,0.432624113,2.416894489,0.035761,1.4470125
frozenset({'Concealer'}),"frozenset({'Lip liner', 'Eyeliner'})",0.357,0.058,0.05,0.140056022,2.414759007,0.029294,1.095420195
frozenset({'Eyeliner'}),"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Foundation'})",0.058,0.357,0.05,0.862068966,2.414759007,0.029294,4.66175
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Lip liner', 'Bronzer'})",0.179,0.125,0.054,0.301675978,2.413407821,0.031625,1.253
"frozenset({'Concealer', 'Lip Gloss'})","frozenset({'Eye shadow', 'Foundation'})",0.125,0.179,0.054,0.432,2.413407821,0.031625,1.445422535
"frozenset({'Concealer', 'Blush'})","frozenset({'Eyeliner', 'Lip Gloss'})",0.201,0.134,0.065,0.323383085,2.413306601,0.038066,1.279897059
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Eyeliner', 'Lip Gloss'})",0.134,0.201,0.065,0.485074627,2.413306601,0.038066,1.551681159
frozenset({'Concealer'}),"frozenset({'Lip liner', 'Lip Gloss'})",0.357,0.101,0.087,0.243697479,2.412846327,0.050943,1.188677778
"frozenset({'Lipstick', 'Lip Gloss'})","frozenset({'Foundation', 'Eyeliner'})",0.101,0.357,0.087,0.861386139,2.412846327,0.050943,4.638785714
frozenset({'Lip liner'}),"frozenset({'Concealer', 'Blush', 'Lip Gloss'})",0.22,0.13,0.069,0.313636364,2.412587413,0.0404,1.267549669
"frozenset({'Mascara', 'Concealer', 'Lipstick'})",frozenset({'Eye shadow'}),0.13,0.22,0.069,0.530769231,2.412587413,0.0404,1.662295082
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Blush', 'Nail Polish'})",0.279,0.107,0.072,0.258064516,2.411817908,0.042147,1.203608696
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Mascara', 'Foundation'})",0.107,0.279,0.072,0.672897196,2.411817908,0.042147,2.2042
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Foundation'})",0.381,0.184,0.169,0.443569554,2.410704097,0.098896,1.466490566
"frozenset({'Blush', 'Lip Gloss'})","frozenset({'Mascara', 'Foundation'})",0.184,0.381,0.169,0.918478261,2.410704097,0.098896,7.593066667
frozenset({'Bronzer'}),"frozenset({'Brushes', 'Mascara', 'Nail Polish'})",0.179,0.123,0.053,0.296089385,2.407230776,0.030983,1.245896825
"frozenset({'Mascara', 'Lip liner'})","frozenset({'Eye shadow', 'Bronzer'})",0.123,0.179,0.053,0.430894309,2.407230776,0.030983,1.442614286
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Lip liner'})",0.357,0.064,0.055,0.154061625,2.407212885,0.032152,1.106463576
frozenset({'Lip Gloss'}),"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Foundation'})",0.064,0.357,0.055,0.859375,2.407212885,0.032152,4.572444444
"frozenset({'Concealer', 'Bronzer'})","frozenset({'Brushes', 'Nail Polish'})",0.182,0.121,0.053,0.291208791,2.406684225,0.030978,1.240139535
"frozenset({'Eye shadow', 'Foundation', 'Bronzer'})",frozenset({'Mascara'}),0.121,0.182,0.053,0.438016529,2.406684225,0.030978,1.455558824
"frozenset({'Lip liner', 'Eyeliner'})",frozenset({'Concealer'}),0.357,0.071,0.061,0.170868347,2.406596441,0.035653,1.120449324
"frozenset({'Eye shadow', 'Concealer', 'Mascara'})","frozenset({'Eyeliner', 'Bronzer'})",0.071,0.357,0.061,0.85915493,2.406596441,0.035653,4.5653
"frozenset({'Mascara', 'Concealer'})",frozenset({'Nail Polish'}),0.381,0.072,0.066,0.173228346,2.405949256,0.038568,1.122438095
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Eye shadow', 'Concealer', 'Bronzer'})",0.072,0.381,0.066,0.916666667,2.405949256,0.038568,7.428
frozenset({'Mascara'}),"frozenset({'Concealer', 'Lip Gloss'})",0.357,0.063,0.054,0.151260504,2.400960384,0.031509,1.103990099
"frozenset({'Concealer', 'Eyeliner'})",frozenset({'Mascara'}),0.357,0.063,0.054,0.151260504,2.400960384,0.031509,1.103990099
"frozenset({'Eye shadow', 'Mascara', 'Eyeliner'})","frozenset({'Concealer', 'Foundation'})",0.063,0.357,0.054,0.857142857,2.400960384,0.031509,4.501
"frozenset({'Concealer', 'Foundation'})","frozenset({'Eye shadow', 'Mascara', 'Eyeliner'})",0.063,0.357,0.054,0.857142857,2.400960384,0.031509,4.501
"frozenset({'Foundation', 'Nail Polish'})",frozenset({'Concealer'}),0.381,0.058,0.053,0.139107612,2.398407096,0.030902,1.094213415
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Lip Gloss'})",frozenset({'Eyeliner'}),0.058,0.381,0.053,0.913793103,2.398407096,0.030902,7.1804
frozenset({'Lip liner'}),"frozenset({'Concealer', 'Nail Polish'})",0.381,0.069,0.063,0.165354331,2.396439575,0.036711,1.115443396
"frozenset({'Eye shadow', 'Mascara', 'Eyeliner'})","frozenset({'Concealer', 'Lip liner'})",0.069,0.381,0.063,0.913043478,2.396439575,0.036711,7.1185
frozenset({'Lip liner'}),"frozenset({'Concealer', 'Eyeliner'})",0.357,0.076,0.065,0.182072829,2.39569512,0.037868,1.129684932
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Mascara', 'Lip liner', 'Bronzer'})",0.076,0.357,0.065,0.855263158,2.39569512,0.037868,4.442545455
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Concealer', 'Blush'})",0.204,0.129,0.063,0.308823529,2.393980848,0.036684,1.260170213
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Concealer', 'Foundation'})",0.129,0.204,0.063,0.488372093,2.393980848,0.036684,1.555818182
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Blush', 'Bronzer'})",0.201,0.181,0.087,0.432835821,2.391358126,0.050619,1.444026316
"frozenset({'Brushes', 'Nail Polish'})","frozenset({'Mascara', 'Concealer'})",0.181,0.201,0.087,0.480662983,2.391358126,0.050619,1.5385
"frozenset({'Concealer', 'Blush'})","frozenset({'Nail Polish', 'Bronzer'})",0.279,0.081,0.054,0.193548387,2.38948626,0.031401,1.13956
"frozenset({'Blush', 'Nail Polish'})","frozenset({'Mascara', 'Concealer'})",0.279,0.081,0.054,0.193548387,2.38948626,0.031401,1.13956
frozenset({'Concealer'}),"frozenset({'Mascara', 'Blush', 'Nail Polish'})",0.279,0.078,0.052,0.186379928,2.38948626,0.030238,1.133207048
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Brushes', 'Eye shadow', 'Mascara'})",0.081,0.279,0.054,0.666666667,2.38948626,0.031401,2.163
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Brushes', 'Concealer', 'Nail Polish'})",0.081,0.279,0.054,0.666666667,2.38948626,0.031401,2.163
"frozenset({'Concealer', 'Mascara', 'Bronzer'})","frozenset({'Eye shadow', 'Lip liner'})",0.078,0.279,0.052,0.666666667,2.38948626,0.030238,2.163
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Bronzer'})",0.357,0.129,0.11,0.308123249,2.38855232,0.063947,1.258894737
"frozenset({'Concealer', 'Foundation', 'Lip Gloss'})",frozenset({'Mascara'}),0.129,0.357,0.11,0.852713178,2.38855232,0.063947,4.365631579
"frozenset({'Brushes', 'Lip liner'})",frozenset({'Nail Polish'}),0.381,0.121,0.11,0.288713911,2.386065378,0.063899,1.235789668
frozenset({'Brushes'}),"frozenset({'Eye shadow', 'Nail Polish'})",0.381,0.099,0.09,0.236220472,2.386065378,0.052281,1.179659794
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Lip liner', 'Bronzer'})",0.121,0.381,0.11,0.909090909,2.386065378,0.063899,6.809
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Concealer', 'Mascara', 'Nail Polish'})",0.099,0.381,0.09,0.909090909,2.386065378,0.052281,6.809
"frozenset({'Brushes', 'Mascara'})",frozenset({'Nail Polish'}),0.381,0.131,0.119,0.312335958,2.384243954,0.069089,1.263698473
"frozenset({'Eye shadow', 'Mascara', 'Foundation'})",frozenset({'Concealer'}),0.131,0.381,0.119,0.908396947,2.384243954,0.069089,6.757416667
"frozenset({'Brushes', 'Bronzer'})",frozenset({'Nail Polish'}),0.381,0.107,0.097,0.254593176,2.379375475,0.056233,1.198003521
"frozenset({'Mascara', 'Foundation'})","frozenset({'Eye shadow', 'Eyeliner'})",0.107,0.381,0.097,0.906542056,2.379375475,0.056233,6.6233
"frozenset({'Nail Polish', 'Eyeliner'})",frozenset({'Concealer'}),0.381,0.064,0.058,0.152230971,2.378608924,0.033616,1.104074303
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Foundation'})",frozenset({'Eyeliner'}),0.064,0.381,0.058,0.90625,2.378608924,0.033616,6.602666667
"frozenset({'Mascara', 'Eyeliner'})",frozenset({'Concealer'}),0.357,0.066,0.056,0.156862745,2.376708259,0.032438,1.107767442
"frozenset({'Mascara', 'Foundation'})","frozenset({'Eye shadow', 'Concealer', 'Lip Gloss'})",0.066,0.357,0.056,0.848484848,2.376708259,0.032438,4.2438
frozenset({'Brushes'}),"frozenset({'Concealer', 'Nail Polish'})",0.381,0.137,0.124,0.325459318,2.375615457,0.071803,1.279389105
"frozenset({'Concealer', 'Foundation'})","frozenset({'Eye shadow', 'Bronzer'})",0.137,0.381,0.124,0.905109489,2.375615457,0.071803,6.523307692
"frozenset({'Blush', 'Nail Polish', 'Bronzer'})",frozenset({'Concealer'}),0.279,0.083,0.055,0.197132616,2.375091765,0.031843,1.14215625
"frozenset({'Concealer', 'Blush'})","frozenset({'Mascara', 'Nail Polish'})",0.279,0.083,0.055,0.197132616,2.375091765,0.031843,1.14215625
frozenset({'Blush'}),"frozenset({'Mascara', 'Concealer', 'Nail Polish'})",0.279,0.083,0.055,0.197132616,2.375091765,0.031843,1.14215625
"frozenset({'Mascara', 'Foundation'})","frozenset({'Eye shadow', 'Blush', 'Lip Gloss'})",0.083,0.279,0.055,0.662650602,2.375091765,0.031843,2.13725
frozenset({'Lip Gloss'}),"frozenset({'Eye shadow', 'Mascara', 'Blush', 'Foundation'})",0.083,0.279,0.055,0.662650602,2.375091765,0.031843,2.13725
"frozenset({'Brushes', 'Concealer', 'Mascara', 'Nail Polish'})",frozenset({'Eye shadow'}),0.083,0.279,0.055,0.662650602,2.375091765,0.031843,2.13725
frozenset({'Concealer'}),"frozenset({'Nail Polish', 'Lip Gloss'})",0.381,0.084,0.076,0.199475066,2.374703162,0.043996,1.14424918
"frozenset({'Eye shadow', 'Blush', 'Lip Gloss'})","frozenset({'Mascara', 'Foundation'})",0.084,0.381,0.076,0.904761905,2.374703162,0.043996,6.4995
"frozenset({'Concealer', 'Eyeliner'})","frozenset({'Blush', 'Lipstick'})",0.201,0.128,0.061,0.303482587,2.370957711,0.035272,1.251942857
frozenset({'Concealer'}),"frozenset({'Mascara', 'Foundation', 'Eyeliner'})",0.128,0.201,0.061,0.4765625,2.370957711,0.035272,1.526447761
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Nail Polish'})",0.381,0.093,0.084,0.220472441,2.370671408,0.048567,1.163525253
"frozenset({'Concealer', 'Blush', 'Foundation'})","frozenset({'Eye shadow', 'Mascara'})",0.093,0.381,0.084,0.903225806,2.370671408,0.048567,6.396333333
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Lip Gloss'})",0.381,0.071,0.064,0.167979003,2.365901445,0.036949,1.11655836
"frozenset({'Concealer', 'Mascara', 'Bronzer'})","frozenset({'Eye shadow', 'Eyeliner'})",0.071,0.381,0.064,0.901408451,2.365901445,0.036949,6.278428571
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Nail Polish'})",0.381,0.06,0.054,0.141732283,2.362204724,0.03114,1.095229358
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara', 'Foundation', 'Eyeliner'})",0.06,0.381,0.054,0.9,2.362204724,0.03114,6.19
frozenset({'Mascara'}),"frozenset({'Blush', 'Eyeliner'})",0.381,0.357,0.321,0.842519685,2.359999118,0.184983,4.08305
frozenset({'Brushes'}),"frozenset({'Mascara', 'Bronzer'})",0.357,0.381,0.321,0.899159664,2.359999118,0.184983,6.138416667
frozenset({'Brushes'}),"frozenset({'Concealer', 'Nail Polish', 'Eyeliner'})",0.18,0.179,0.076,0.422222222,2.358783364,0.04378,1.420961538
"frozenset({'Brushes', 'Nail Polish'})","frozenset({'Eye shadow', 'Bronzer'})",0.179,0.18,0.076,0.424581006,2.358783364,0.04378,1.425048544
"frozenset({'Mascara', 'Blush', 'Bronzer'})",frozenset({'Eye shadow'}),0.201,0.192,0.091,0.452736318,2.358001658,0.052408,1.476436364
"frozenset({'Mascara', 'Blush', 'Eyeliner'})",frozenset({'Eye shadow'}),0.192,0.201,0.091,0.473958333,2.358001658,0.052408,1.518891089
"frozenset({'Mascara', 'Nail Polish'})",frozenset({'Concealer'}),0.381,0.068,0.061,0.160104987,2.354485101,0.035092,1.1096625
"frozenset({'Nail Polish', 'Lip Gloss'})",frozenset({'Concealer'}),0.381,0.068,0.061,0.160104987,2.354485101,0.035092,1.1096625
"frozenset({'Eye shadow', 'Concealer', 'Foundation', 'Lip Gloss'})",frozenset({'Mascara'}),0.068,0.381,0.061,0.897058824,2.354485101,0.035092,6.013142857
"frozenset({'Concealer', 'Mascara', 'Foundation', 'Lip Gloss'})",frozenset({'Eye shadow'}),0.068,0.381,0.061,0.897058824,2.354485101,0.035092,6.013142857
"frozenset({'Eye shadow', 'Blush', 'Nail Polish'})",frozenset({'Concealer'}),0.279,0.093,0.061,0.218637993,2.350946159,0.035053,1.160793578
