antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Nail Polish'})",0.363,0.116,0.063,0.173553719,1.49615275,0.020892,1.06964
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Eyeliner', 'Bronzer'})",0.116,0.363,0.063,0.543103448,1.49615275,0.020892,1.394188679
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Concealer', 'Lip liner'})",0.22,0.155,0.051,0.231818182,1.495601173,0.0169,1.1
"frozenset({'Concealer', 'Eyeliner'})","frozenset({'Mascara', 'Nail Polish'})",0.155,0.22,0.051,0.329032258,1.495601173,0.0169,1.1625
"frozenset({'Eye shadow', 'Lip liner'})",frozenset({'Mascara'}),0.28,0.184,0.077,0.275,1.494565217,0.02548,1.125517241
"frozenset({'Blush', 'Foundation', 'Lip Gloss'})",frozenset({'Mascara'}),0.184,0.28,0.077,0.418478261,1.494565217,0.02548,1.238130841
frozenset({'Nail Polish'}),"frozenset({'Eye shadow', 'Bronzer'})",0.363,0.131,0.071,0.195592287,1.493070889,0.023447,1.080297945
"frozenset({'Concealer', 'Eyeliner', 'Lip Gloss'})",frozenset({'Lip liner'}),0.131,0.363,0.071,0.541984733,1.493070889,0.023447,1.390783333
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Bronzer'})",0.357,0.094,0.05,0.140056022,1.489957685,0.016442,1.053557003
"frozenset({'Concealer', 'Blush', 'Mascara'})","frozenset({'Eye shadow', 'Lip liner'})",0.094,0.357,0.05,0.531914894,1.489957685,0.016442,1.373681818
frozenset({'Bronzer'}),frozenset({'Eye shadow'}),0.457,0.175,0.119,0.260393873,1.487964989,0.039025,1.11545858
"frozenset({'Nail Polish', 'Lip liner', 'Bronzer'})",frozenset({'Concealer'}),0.175,0.457,0.119,0.68,1.487964989,0.039025,1.696875
frozenset({'Concealer'}),"frozenset({'Nail Polish', 'Bronzer'})",0.381,0.09,0.051,0.133858268,1.487314086,0.01671,1.050636364
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara', 'Blush', 'Lip Gloss'})",0.09,0.381,0.051,0.566666667,1.487314086,0.01671,1.428461538
"frozenset({'Blush', 'Bronzer'})",frozenset({'Nail Polish'}),0.457,0.078,0.053,0.115973742,1.486842844,0.017354,1.042955446
"frozenset({'Lip liner', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer', 'Mascara'})",0.078,0.457,0.053,0.679487179,1.486842844,0.017354,1.69416
frozenset({'Brushes'}),"frozenset({'Mascara', 'Nail Polish'})",0.381,0.143,0.081,0.212598425,1.486702274,0.026517,1.08839
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Lip liner', 'Eyeliner'})",0.143,0.381,0.081,0.566433566,1.486702274,0.026517,1.427693548
"frozenset({'Concealer', 'Blush'})","frozenset({'Mascara', 'Lip liner'})",0.227,0.175,0.059,0.259911894,1.485210824,0.019275,1.114732143
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Nail Polish', 'Bronzer'})",0.175,0.227,0.059,0.337142857,1.485210824,0.019275,1.166163793
"frozenset({'Blush', 'Lip Gloss'})",frozenset({'Foundation'}),0.381,0.175,0.099,0.25984252,1.484814398,0.032325,1.11462766
"frozenset({'Concealer', 'Lip liner', 'Bronzer'})",frozenset({'Nail Polish'}),0.175,0.381,0.099,0.565714286,1.484814398,0.032325,1.425328947
"frozenset({'Brushes', 'Mascara'})",frozenset({'Eye shadow'}),0.357,0.134,0.071,0.198879552,1.48417576,0.023162,1.080986014
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Foundation', 'Bronzer'})",0.134,0.357,0.071,0.529850746,1.48417576,0.023162,1.367650794
frozenset({'Blush'}),"frozenset({'Concealer', 'Nail Polish'})",0.457,0.087,0.059,0.129102845,1.483940743,0.019241,1.048344221
"frozenset({'Mascara', 'Eyeliner'})","frozenset({'Eye shadow', 'Concealer', 'Blush'})",0.087,0.457,0.059,0.67816092,1.483940743,0.019241,1.687178571
frozenset({'Nail Polish'}),"frozenset({'Mascara', 'Lip Gloss'})",0.363,0.182,0.098,0.269972452,1.48336512,0.031934,1.12050566
"frozenset({'Blush', 'Lip Gloss'})","frozenset({'Eye shadow', 'Foundation'})",0.182,0.363,0.098,0.538461538,1.48336512,0.031934,1.380166667
"frozenset({'Eyeliner', 'Bronzer'})",frozenset({'Concealer'}),0.357,0.119,0.063,0.176470588,1.48294612,0.020517,1.069785714
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Mascara', 'Foundation'})",0.119,0.357,0.063,0.529411765,1.48294612,0.020517,1.366375
frozenset({'Eye shadow'}),"frozenset({'Blush', 'Foundation'})",0.381,0.124,0.07,0.183727034,1.48166963,0.022756,1.073170418
"frozenset({'Foundation', 'Eyeliner'})","frozenset({'Eye shadow', 'Concealer'})",0.124,0.381,0.07,0.564516129,1.48166963,0.022756,1.421407407
frozenset({'Nail Polish'}),"frozenset({'Blush', 'Bronzer'})",0.457,0.102,0.069,0.150984683,1.480241987,0.022386,1.057695876
"frozenset({'Eye shadow', 'Foundation', 'Eyeliner'})",frozenset({'Lip Gloss'}),0.102,0.457,0.069,0.676470588,1.480241987,0.022386,1.678363636
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Blush', 'Bronzer'})",0.231,0.155,0.053,0.229437229,1.48024019,0.017195,1.096601124
"frozenset({'Nail Polish', 'Eyeliner'})","frozenset({'Mascara', 'Concealer'})",0.155,0.231,0.053,0.341935484,1.48024019,0.017195,1.168578431
frozenset({'Concealer'}),"frozenset({'Blush', 'Nail Polish', 'Bronzer'})",0.279,0.218,0.09,0.322580645,1.47972773,0.029178,1.154380952
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Concealer', 'Blush'})",0.218,0.279,0.09,0.412844037,1.47972773,0.029178,1.227953125
"frozenset({'Mascara', 'Concealer', 'Lip Gloss'})",frozenset({'Blush'}),0.218,0.155,0.05,0.229357798,1.47972773,0.01621,1.096488095
frozenset({'Mascara'}),"frozenset({'Concealer', 'Nail Polish', 'Eyeliner'})",0.155,0.218,0.05,0.322580645,1.47972773,0.01621,1.154380952
"frozenset({'Eye shadow', 'Foundation'})",frozenset({'Blush'}),0.381,0.22,0.124,0.325459318,1.479360534,0.04018,1.156342412
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eye shadow', 'Blush'})",0.22,0.381,0.124,0.563636364,1.479360534,0.04018,1.418541667
frozenset({'Eye shadow'}),"frozenset({'Brushes', 'Bronzer'})",0.357,0.178,0.094,0.263305322,1.479243383,0.030454,1.115794677
"frozenset({'Brushes', 'Eyeliner'})","frozenset({'Nail Polish', 'Bronzer'})",0.178,0.357,0.094,0.528089888,1.479243383,0.030454,1.362547619
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Blush', 'Bronzer'})",0.279,0.143,0.059,0.211469534,1.47880793,0.019103,1.086831818
"frozenset({'Lip liner', 'Bronzer'})","frozenset({'Concealer', 'Eyeliner'})",0.143,0.279,0.059,0.412587413,1.47880793,0.019103,1.227416667
"frozenset({'Brushes', 'Concealer'})",frozenset({'Eye shadow'}),0.363,0.11,0.059,0.162534435,1.477585775,0.01907,1.062730263
"frozenset({'Mascara', 'Foundation', 'Lipstick'})",frozenset({'Eye shadow'}),0.11,0.363,0.059,0.536363636,1.477585775,0.01907,1.373921569
frozenset({'Concealer'}),"frozenset({'Brushes', 'Mascara'})",0.363,0.166,0.089,0.245179063,1.476982309,0.028742,1.10489781
"frozenset({'Eye shadow', 'Mascara', 'Concealer'})",frozenset({'Nail Polish'}),0.166,0.363,0.089,0.536144578,1.476982309,0.028742,1.373272727
frozenset({'Bronzer'}),"frozenset({'Foundation', 'Nail Polish'})",0.363,0.097,0.052,0.143250689,1.476811224,0.016789,1.053983923
"frozenset({'Nail Polish', 'Eyeliner'})",frozenset({'Mascara'}),0.363,0.097,0.052,0.143250689,1.476811224,0.016789,1.053983923
"frozenset({'Concealer', 'Blush', 'Bronzer'})","frozenset({'Eye shadow', 'Mascara'})",0.097,0.363,0.052,0.536082474,1.476811224,0.016789,1.373088889
"frozenset({'Eye shadow', 'Bronzer'})","frozenset({'Concealer', 'Blush', 'Mascara'})",0.097,0.363,0.052,0.536082474,1.476811224,0.016789,1.373088889
"frozenset({'Mascara', 'Lipstick'})","frozenset({'Eye shadow', 'Blush'})",0.192,0.18,0.051,0.265625,1.475694444,0.01644,1.116595745
"frozenset({'Brushes', 'Eyeliner'})","frozenset({'Concealer', 'Nail Polish'})",0.18,0.192,0.051,0.283333333,1.475694444,0.01644,1.12744186
frozenset({'Brushes'}),"frozenset({'Eye shadow', 'Bronzer'})",0.357,0.192,0.101,0.282913165,1.473506069,0.032456,1.12678125
"frozenset({'Eye shadow', 'Blush', 'Lip Gloss'})",frozenset({'Mascara'}),0.192,0.357,0.101,0.526041667,1.473506069,0.032456,1.356659341
frozenset({'Bronzer'}),"frozenset({'Brushes', 'Eye shadow'})",0.357,0.118,0.062,0.173669468,1.471775151,0.019874,1.067369492
"frozenset({'Eye shadow', 'Bronzer'})","frozenset({'Mascara', 'Eyeliner'})",0.118,0.357,0.062,0.525423729,1.471775151,0.019874,1.354892857
frozenset({'Eyeliner'}),"frozenset({'Nail Polish', 'Lip liner'})",0.363,0.146,0.078,0.214876033,1.471753651,0.025002,1.087726316
"frozenset({'Eye shadow', 'Lip liner'})","frozenset({'Concealer', 'Bronzer'})",0.146,0.363,0.078,0.534246575,1.471753651,0.025002,1.367676471
frozenset({'Lip liner'}),frozenset({'Concealer'}),0.457,0.442,0.297,0.649890591,1.470340703,0.095006,1.5937875
frozenset({'Nail Polish'}),"frozenset({'Blush', 'Lip Gloss'})",0.442,0.457,0.297,0.671945701,1.470340703,0.095006,1.655213793
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Eyeliner'})",0.321,0.178,0.084,0.261682243,1.470124961,0.026862,1.113341772
"frozenset({'Brushes', 'Eye shadow', 'Mascara'})",frozenset({'Nail Polish'}),0.178,0.321,0.084,0.471910112,1.470124961,0.026862,1.285765957
frozenset({'Eye shadow'}),"frozenset({'Blush', 'Lipstick'})",0.381,0.125,0.07,0.183727034,1.469816273,0.022375,1.071945338
frozenset({'Concealer'}),"frozenset({'Mascara', 'Eyeliner', 'Lip Gloss'})",0.125,0.381,0.07,0.56,1.469816273,0.022375,1.406818182
frozenset({'Mascara'}),frozenset({'Lip liner'}),0.457,0.179,0.12,0.262582057,1.466938865,0.038197,1.113344214
"frozenset({'Nail Polish', 'Lip liner', 'Bronzer'})",frozenset({'Brushes'}),0.179,0.457,0.12,0.670391061,1.466938865,0.038197,1.64740678
frozenset({'Blush'}),"frozenset({'Nail Polish', 'Bronzer'})",0.457,0.103,0.069,0.150984683,1.465870706,0.021929,1.056518041
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Foundation', 'Lipstick'})",0.103,0.457,0.069,0.669902913,1.465870706,0.021929,1.644970588
"frozenset({'Brushes', 'Eye shadow'})",frozenset({'Concealer'}),0.363,0.158,0.084,0.231404959,1.464588346,0.026646,1.095505376
"frozenset({'Mascara', 'Nail Polish'})","frozenset({'Eye shadow', 'Concealer'})",0.158,0.363,0.084,0.53164557,1.464588346,0.026646,1.360081081
"frozenset({'Eye shadow', 'Nail Polish'})","frozenset({'Mascara', 'Blush'})",0.238,0.158,0.055,0.231092437,1.462610361,0.017396,1.095060109
"frozenset({'Mascara', 'Concealer', 'Eyeliner'})",frozenset({'Nail Polish'}),0.158,0.238,0.055,0.348101266,1.462610361,0.017396,1.168893204
"frozenset({'Concealer', 'Lip Gloss'})",frozenset({'Eyeliner'}),0.321,0.179,0.084,0.261682243,1.461911972,0.026541,1.111987342
"frozenset({'Mascara', 'Bronzer'})","frozenset({'Brushes', 'Nail Polish'})",0.179,0.321,0.084,0.469273743,1.461911972,0.026541,1.279378947
"frozenset({'Mascara', 'Blush'})","frozenset({'Concealer', 'Lip liner'})",0.227,0.22,0.073,0.321585903,1.461754105,0.02306,1.14974026
"frozenset({'Concealer', 'Eyeliner'})","frozenset({'Blush', 'Lip liner'})",0.22,0.227,0.073,0.331818182,1.461754105,0.02306,1.156870748
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Eyeliner'})",0.381,0.097,0.054,0.141732283,1.461157561,0.017043,1.052119266
frozenset({'Brushes'}),"frozenset({'Foundation', 'Nail Polish'})",0.381,0.097,0.054,0.141732283,1.461157561,0.017043,1.052119266
"frozenset({'Eye shadow', 'Mascara', 'Blush'})","frozenset({'Concealer', 'Bronzer'})",0.097,0.381,0.054,0.556701031,1.461157561,0.017043,1.396348837
"frozenset({'Mascara', 'Blush'})","frozenset({'Eye shadow', 'Concealer', 'Bronzer'})",0.097,0.381,0.054,0.556701031,1.461157561,0.017043,1.396348837
frozenset({'Brushes'}),frozenset({'Nail Polish'}),0.536,0.069,0.054,0.100746269,1.46009085,0.017016,1.035302905
"frozenset({'Eye shadow', 'Lip liner'})","frozenset({'Concealer', 'Mascara', 'Eyeliner'})",0.069,0.536,0.054,0.782608696,1.46009085,0.017016,2.1344
"frozenset({'Nail Polish', 'Bronzer'})",frozenset({'Mascara'}),0.363,0.234,0.124,0.341597796,1.459819642,0.039058,1.163422594
"frozenset({'Mascara', 'Nail Polish'})","frozenset({'Eye shadow', 'Blush'})",0.234,0.363,0.124,0.52991453,1.459819642,0.039058,1.355072727
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Blush', 'Lipstick'})",0.192,0.182,0.051,0.265625,1.459478022,0.016056,1.11387234
"frozenset({'Blush', 'Foundation', 'Eyeliner'})",frozenset({'Lip Gloss'}),0.182,0.192,0.051,0.28021978,1.459478022,0.016056,1.122564885
frozenset({'Bronzer'}),"frozenset({'Blush', 'Nail Polish'})",0.457,0.099,0.066,0.144420131,1.458789205,0.020757,1.053086957
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Concealer', 'Blush', 'Nail Polish'})",0.099,0.457,0.066,0.666666667,1.458789205,0.020757,1.629
frozenset({'Nail Polish'}),"frozenset({'Eye shadow', 'Concealer', 'Blush'})",0.279,0.145,0.059,0.211469534,1.45841058,0.018545,1.084295455
"frozenset({'Concealer', 'Lip liner', 'Eyeliner'})",frozenset({'Bronzer'}),0.145,0.279,0.059,0.406896552,1.45841058,0.018545,1.215639535
frozenset({'Concealer'}),"frozenset({'Mascara', 'Bronzer'})",0.357,0.146,0.076,0.212885154,1.458117494,0.023878,1.084975089
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Lip liner', 'Bronzer'})",0.146,0.357,0.076,0.520547945,1.458117494,0.023878,1.341114286
frozenset({'Blush'}),"frozenset({'Mascara', 'Concealer', 'Foundation'})",0.218,0.211,0.067,0.30733945,1.456585069,0.021002,1.139086093
"frozenset({'Mascara', 'Concealer'})","frozenset({'Blush', 'Eyeliner'})",0.211,0.218,0.067,0.317535545,1.456585069,0.021002,1.145847222
frozenset({'Eyeliner'}),"frozenset({'Mascara', 'Lip liner'})",0.28,0.179,0.073,0.260714286,1.456504389,0.02288,1.110531401
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Concealer', 'Eyeliner'})",0.179,0.28,0.073,0.407821229,1.456504389,0.02288,1.215849057
frozenset({'Lip Gloss'}),"frozenset({'Foundation', 'Eyeliner'})",0.28,0.13,0.053,0.189285714,1.456043956,0.0166,1.073127753
"frozenset({'Mascara', 'Concealer'})","frozenset({'Eye shadow', 'Lipstick'})",0.13,0.28,0.053,0.407692308,1.456043956,0.0166,1.215584416
frozenset({'Nail Polish'}),"frozenset({'Concealer', 'Bronzer'})",0.381,0.119,0.066,0.173228346,1.45570039,0.020661,1.065590476
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Eye shadow', 'Bronzer'})",0.119,0.381,0.066,0.554621849,1.45570039,0.020661,1.389830189
frozenset({'Lip liner'}),frozenset({'Eyeliner'}),0.457,0.218,0.145,0.317286652,1.455443358,0.045374,1.145429487
"frozenset({'Concealer', 'Blush'})","frozenset({'Eye shadow', 'Mascara'})",0.218,0.457,0.145,0.665137615,1.455443358,0.045374,1.621561644
"frozenset({'Concealer', 'Lip liner'})",frozenset({'Bronzer'}),0.357,0.179,0.093,0.260504202,1.455330736,0.029097,1.110215909
"frozenset({'Brushes', 'Lip liner', 'Bronzer'})",frozenset({'Nail Polish'}),0.179,0.357,0.093,0.519553073,1.455330736,0.029097,1.338337209
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Mascara'})",0.297,0.118,0.051,0.171717172,1.455230269,0.015954,1.064853659
"frozenset({'Mascara', 'Bronzer'})","frozenset({'Eye shadow', 'Eyeliner'})",0.118,0.297,0.051,0.43220339,1.455230269,0.015954,1.238119403
frozenset({'Bronzer'}),frozenset({'Lip liner'}),0.457,0.149,0.099,0.216630197,1.453893939,0.030907,1.086332402
"frozenset({'Mascara', 'Nail Polish'})","frozenset({'Eye shadow', 'Foundation'})",0.149,0.457,0.099,0.66442953,1.453893939,0.030907,1.61814
"frozenset({'Eye shadow', 'Lip Gloss'})",frozenset({'Lip liner'}),0.28,0.204,0.083,0.296428571,1.453081232,0.02588,1.131370558
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Blush', 'Foundation'})",0.204,0.28,0.083,0.406862745,1.453081232,0.02588,1.213884298
"frozenset({'Brushes', 'Nail Polish'})",frozenset({'Blush'}),0.457,0.107,0.071,0.15536105,1.451972433,0.022101,1.057256477
"frozenset({'Eye shadow', 'Lipstick'})","frozenset({'Mascara', 'Lip Gloss'})",0.107,0.457,0.071,0.663551402,1.451972433,0.022101,1.613916667
"frozenset({'Eye shadow', 'Concealer', 'Lip liner'})",frozenset({'Blush'}),0.227,0.167,0.055,0.242290749,1.450842808,0.017091,1.099366279
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Nail Polish', 'Lip liner'})",0.167,0.227,0.055,0.329341317,1.450842808,0.017091,1.152598214
frozenset({'Nail Polish'}),"frozenset({'Eye shadow', 'Mascara'})",0.363,0.321,0.169,0.465564738,1.45035744,0.052477,1.2705
frozenset({'Mascara'}),"frozenset({'Concealer', 'Eyeliner'})",0.321,0.363,0.169,0.526479751,1.45035744,0.052477,1.345243421
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Blush', 'Lipstick'})",0.201,0.175,0.051,0.253731343,1.44989339,0.015825,1.1055
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Eye shadow', 'Bronzer'})",0.175,0.201,0.051,0.291428571,1.44989339,0.015825,1.127620968
"frozenset({'Brushes', 'Nail Polish'})","frozenset({'Blush', 'Bronzer'})",0.279,0.178,0.072,0.258064516,1.449800652,0.022338,1.107913043
"frozenset({'Nail Polish', 'Eyeliner', 'Bronzer'})",frozenset({'Brushes'}),0.178,0.279,0.072,0.404494382,1.449800652,0.022338,1.210735849
"frozenset({'Eye shadow', 'Mascara', 'Lip Gloss'})",frozenset({'Blush'}),0.192,0.363,0.101,0.526041667,1.449150597,0.031304,1.344
"frozenset({'Mascara', 'Foundation'})",frozenset({'Nail Polish'}),0.363,0.192,0.101,0.278236915,1.449150597,0.031304,1.119480916
"frozenset({'Eye shadow', 'Lip Gloss'})",frozenset({'Mascara'}),0.28,0.175,0.071,0.253571429,1.448979592,0.022,1.105263158
frozenset({'Eye shadow'}),"frozenset({'Brushes', 'Mascara', 'Nail Polish'})",0.175,0.28,0.071,0.405714286,1.448979592,0.022,1.211538462
"frozenset({'Blush', 'Lip liner'})","frozenset({'Concealer', 'Eyeliner'})",0.22,0.201,0.064,0.290909091,1.44730891,0.01978,1.126794872
"frozenset({'Eyeliner', 'Lip Gloss'})","frozenset({'Concealer', 'Blush'})",0.201,0.22,0.064,0.31840796,1.44730891,0.01978,1.144379562
frozenset({'Eye shadow'}),"frozenset({'Blush', 'Lip Gloss'})",0.381,0.118,0.065,0.170603675,1.445793852,0.020042,1.063424051
"frozenset({'Mascara', 'Eyeliner'})","frozenset({'Eye shadow', 'Bronzer'})",0.118,0.381,0.065,0.550847458,1.445793852,0.020042,1.378150943
frozenset({'Concealer'}),"frozenset({'Blush', 'Foundation'})",0.442,0.227,0.145,0.328054299,1.445173122,0.044666,1.150390572
"frozenset({'Mascara', 'Concealer', 'Lip liner'})",frozenset({'Blush'}),0.227,0.442,0.145,0.63876652,1.445173122,0.044666,1.544707317
"frozenset({'Blush', 'Foundation'})",frozenset({'Concealer'}),0.442,0.238,0.152,0.343891403,1.44492186,0.046804,1.161393103
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Concealer', 'Nail Polish'})",0.238,0.442,0.152,0.638655462,1.44492186,0.046804,1.544232558
frozenset({'Concealer'}),"frozenset({'Blush', 'Lip liner'})",0.442,0.141,0.09,0.20361991,1.444112833,0.027678,1.078630682
"frozenset({'Mascara', 'Concealer'})","frozenset({'Foundation', 'Bronzer'})",0.141,0.442,0.09,0.638297872,1.444112833,0.027678,1.542705882
"frozenset({'Eye shadow', 'Eyeliner'})",frozenset({'Concealer'}),0.321,0.192,0.089,0.277258567,1.444055036,0.027368,1.117965517
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Mascara', 'Lipstick'})",0.192,0.321,0.089,0.463541667,1.444055036,0.027368,1.265708738
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Blush', 'Eyeliner'})",0.22,0.211,0.067,0.304545455,1.443343386,0.02058,1.134509804
frozenset({'Blush'}),"frozenset({'Mascara', 'Concealer', 'Lip Gloss'})",0.211,0.22,0.067,0.317535545,1.443343386,0.02058,1.142916667
"frozenset({'Eyeliner', 'Bronzer'})","frozenset({'Concealer', 'Blush'})",0.231,0.201,0.067,0.29004329,1.443001443,0.020569,1.125420732
"frozenset({'Mascara', 'Bronzer'})","frozenset({'Eye shadow', 'Blush'})",0.201,0.231,0.067,0.333333333,1.443001443,0.020569,1.1535
frozenset({'Lip liner'}),frozenset({'Eye shadow'}),0.457,0.231,0.152,0.332603939,1.439843891,0.046433,1.152239344
"frozenset({'Blush', 'Lip Gloss'})","frozenset({'Concealer', 'Bronzer'})",0.231,0.457,0.152,0.658008658,1.439843891,0.046433,1.587759494
frozenset({'Concealer'}),frozenset({'Bronzer'}),0.49,0.078,0.055,0.112244898,1.439037153,0.01678,1.038574713
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eye shadow', 'Mascara', 'Bronzer'})",0.078,0.49,0.055,0.705128205,1.439037153,0.01678,1.729565217
frozenset({'Lip liner'}),frozenset({'Mascara'}),0.457,0.204,0.134,0.29321663,1.437336423,0.040772,1.126229102
"frozenset({'Blush', 'Foundation'})","frozenset({'Eye shadow', 'Concealer'})",0.204,0.457,0.134,0.656862745,1.437336423,0.040772,1.582457143
"frozenset({'Eyeliner', 'Lip Gloss'})",frozenset({'Foundation'}),0.28,0.179,0.072,0.257142857,1.436552275,0.02188,1.105192308
"frozenset({'Brushes', 'Mascara', 'Nail Polish'})",frozenset({'Bronzer'}),0.179,0.28,0.072,0.402234637,1.436552275,0.02188,1.204485981
"frozenset({'Lip liner', 'Bronzer'})",frozenset({'Eyeliner'}),0.297,0.279,0.119,0.400673401,1.436105379,0.036137,1.203016854
frozenset({'Nail Polish'}),"frozenset({'Concealer', 'Blush', 'Bronzer'})",0.279,0.297,0.119,0.426523297,1.436105379,0.036137,1.22585625
"frozenset({'Concealer', 'Blush', 'Eyeliner'})",frozenset({'Mascara'}),0.211,0.175,0.053,0.251184834,1.435341909,0.016075,1.101740506
"frozenset({'Eye shadow', 'Bronzer'})","frozenset({'Concealer', 'Nail Polish'})",0.175,0.211,0.053,0.302857143,1.435341909,0.016075,1.131762295
"frozenset({'Blush', 'Nail Polish'})",frozenset({'Lip liner'}),0.457,0.093,0.061,0.133479212,1.435260347,0.018499,1.046714646
"frozenset({'Concealer', 'Mascara', 'Foundation'})","frozenset({'Eye shadow', 'Blush'})",0.093,0.457,0.061,0.655913978,1.435260347,0.018499,1.57809375
"frozenset({'Nail Polish', 'Lip liner'})",frozenset({'Blush'}),0.457,0.09,0.059,0.129102845,1.434476052,0.01787,1.044899497
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Lip Gloss'})",0.09,0.457,0.059,0.655555556,1.434476052,0.01787,1.576451613
"frozenset({'Blush', 'Lip liner'})",frozenset({'Nail Polish'}),0.457,0.084,0.055,0.120350109,1.432739398,0.016612,1.041323383
"frozenset({'Blush', 'Foundation', 'Lip Gloss'})","frozenset({'Eye shadow', 'Mascara'})",0.084,0.457,0.055,0.654761905,1.432739398,0.016612,1.572827586
frozenset({'Concealer'}),"frozenset({'Blush', 'Nail Polish', 'Eyeliner'})",0.238,0.22,0.075,0.31512605,1.432391138,0.02264,1.138895706
"frozenset({'Concealer', 'Blush'})","frozenset({'Lip liner', 'Eyeliner'})",0.22,0.238,0.075,0.340909091,1.432391138,0.02264,1.156137931
frozenset({'Bronzer'}),"frozenset({'Mascara', 'Foundation'})",0.297,0.134,0.057,0.191919192,1.432232776,0.017202,1.071675
frozenset({'Lip liner'}),"frozenset({'Eye shadow', 'Mascara', 'Concealer'})",0.134,0.297,0.057,0.425373134,1.432232776,0.017202,1.223402597
"frozenset({'Concealer', 'Bronzer'})",frozenset({'Mascara'}),0.357,0.133,0.068,0.19047619,1.432151808,0.020519,1.071
"frozenset({'Lip liner', 'Eyeliner'})","frozenset({'Eye shadow', 'Concealer'})",0.133,0.357,0.068,0.511278195,1.432151808,0.020519,1.315676923
"frozenset({'Foundation', 'Nail Polish'})",frozenset({'Mascara'}),0.363,0.181,0.094,0.258953168,1.430680486,0.028297,1.105193309
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Brushes', 'Nail Polish'})",0.181,0.363,0.094,0.519337017,1.430680486,0.028297,1.325252874
frozenset({'Blush'}),"frozenset({'Brushes', 'Nail Polish'})",0.457,0.124,0.081,0.177242888,1.429378132,0.024332,1.064712766
"frozenset({'Concealer', 'Foundation', 'Lip Gloss'})",frozenset({'Eyeliner'}),0.124,0.457,0.081,0.653225806,1.429378132,0.024332,1.565860465
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Lip Gloss'})",0.381,0.18,0.098,0.257217848,1.428988043,0.02942,1.103957597
frozenset({'Brushes'}),"frozenset({'Eye shadow', 'Concealer', 'Nail Polish'})",0.18,0.381,0.098,0.544444444,1.428988043,0.02942,1.358780488
"frozenset({'Blush', 'Lip liner'})",frozenset({'Concealer'}),0.442,0.133,0.084,0.190045249,1.428911646,0.025214,1.070430168
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eye shadow', 'Eyeliner'})",0.133,0.442,0.084,0.631578947,1.428911646,0.025214,1.514571429
"frozenset({'Lipstick', 'Eyeliner'})",frozenset({'Concealer'}),0.321,0.133,0.061,0.190031153,1.428805659,0.018307,1.070411538
"frozenset({'Lip liner', 'Eyeliner', 'Lip Gloss'})",frozenset({'Concealer'}),0.133,0.321,0.061,0.458646617,1.428805659,0.018307,1.254263889
frozenset({'Blush'}),"frozenset({'Mascara', 'Nail Polish'})",0.457,0.141,0.092,0.20131291,1.427751137,0.027563,1.075515068
"frozenset({'Concealer', 'Eyeliner', 'Bronzer'})",frozenset({'Mascara'}),0.141,0.457,0.092,0.65248227,1.427751137,0.027563,1.562510204
"frozenset({'Blush', 'Lip liner'})","frozenset({'Mascara', 'Concealer'})",0.227,0.179,0.058,0.255506608,1.427411217,0.017367,1.102763314
frozenset({'Mascara'}),"frozenset({'Brushes', 'Nail Polish', 'Bronzer'})",0.179,0.227,0.058,0.324022346,1.427411217,0.017367,1.143528926
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Blush'})",0.457,0.115,0.075,0.164113786,1.427076396,0.022445,1.058756545
